Video Title,Channel,Comment Author,Comment,Likes
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,lippindeer,Kathleen never steers me wrong!!! Would love to know the rest of the makeup you’re using in this video!!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,originalparafan,What in the heck is the pink sparkle on your eyes?! I need,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,originalparafan,“My face looks pretty intact” well I hope your face is always intact Kathleen lol,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Kristi W,"My dog Willow constantly licks my face, it’s like an obsessive thing. No judgment here! ????",2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Steph Kuehn,You look extra pretty in this video!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Reilly Stone,"“I was more of an English girl”, then says a word wrong lmao",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Hannah F,what brush would you have used if you didn’t use the sponge that it came with?,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,BBB CCC,Kathleen you HAVE TO film a tutorial on this eye makeup!!!! PLEASE ??,10
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Madina Nabiyeva,"Katleen on every freakin video: <br>“ignor my hair”<br>girl, ignor it yourself. We are totally love every way you look! Please love yourself first",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Neetu sobti,Don’t say sorry my doggy loves to lick my face when he wants to show love.,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Subbox Junkie,"Kathleen I really want to try it out but my shade is not available at Ulta, sold out !!! ??????",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sarah Mates,Heyyyy chica! I stick with what works for my extra dry skin too unless you say it did for you- and I&#39;m a light/warm yellowish skinned mamacita sooo things usually work. Can&#39;t wait for your next perfume favs video either! Cuidate ????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,? Bubbly Pisces ?,1 hour ago :)),0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ellie Clarke,The glitter on your eyes is STUNNING!! What did you use? I literally need it,52
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Kayla Mattingly,I absolutely love I mean genuinely love you so I hope you take this with a good sense of humor but your thumbnail reminds me of that cat meme “how little kids cough” ??<br>Obviously a gorgeous version!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Nuri,What glitter are you wearing on your eyes? It looks super pretty,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,starrwinter,LOVE THIS STUFF! The liquid foundation versions are also amazing as well! Also dry skin of doom here too ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Chantal Rodriguez,THE ONE I USED TO RUN AND TALK TO WHEN ME AND MY GIRL WAS HAVING PROBLEMS!!!! lol totally just jammed out with you at the end????????,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,jennflutter,Can&#39;t wait to try it if I can find it!!! Love your channel long time ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,s curti,I have the same birth mark! Love your videos!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Elia Sanchez,love you!! been watching you since i was like 14... im 20 now!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Mirna Gonzalez,"Girl I was so excited when I found this tik tok viral foundation at CVS I bought it prep my face when I started applying it it just smeared my primer ?? then it looked powdery, my skin looked dry and patchy ?? a total disaster I really wanted to like this foundation I&#39;m combination skin. Maybe I&#39;ll give it another try ?????",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Luvbuggy Sanchez,Your skin is so naturally flawless I couldn&#39;t tell the difference ??,4
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ann Yin,What’s the eyeshadow you had on? I love the spatial!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Roxy Peña,I need it ! Thanks for sharing your opinion,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Paula Alice,You say concealer like a Latina. That&#39;s all. It&#39;s lovely,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,C Brown,TELL ME ABOUT THE EYE GLITTER!!!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,ciarra,"You pronounce the &quot;o&quot; concealer like the &quot;o&quot; in conmigo. A lot of folks with English as their primary language will pronounce that &quot;o&quot; like the &quot;u&quot; in cunning. So, cuncealer. I like how you pronounce it. Keep doing your thing",2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Amanda McCall,Have you tried the new Fenty powder foundation? I wonder how those would compare ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,icecrystalsinger,"kathleen, could you please do a brush application for the other side if you test powder foundations? just a request :)<br>i pretty much never use the spongey thing it comes with when i apply powder foundation since it&#39;s hard to control how much you can pick up and looks extra heavy. I almost always use a flat top dense kabuki brush or something so it&#39;d be super helpful for me.<br>the foundation is looking good though :D",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Caroline Guf,"Younger than you?... Dearest, you have skin like a baby. <b>heart</b>",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Thuraya Mk,Tutorial on this makeup look plssss,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sandra Parada,I smell another colllab? The eye look is so pretty,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Taiyaba Zaheer,You don&#39;t even need foundation. AT ALL!????,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Kurtesol Wafelosi,What is that super cute lilac sparkle on your lids ???,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Colipopkola,Wow this powder does look good on you and is spot on to your skin tone! ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sarah Leverett,Can u do the full makeup look pleeeeeeeeeese xx,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Chloe Iris,Girl that eye look. We NEED it!,4
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,CindyKoon,I just got mine today!!!! Best timing,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,PaperPlanesAndMascara,"Damn, I wish you applied your eye look on camera. Your eyes look gorgeous!",16
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Bao Bao,"before I watch this video, i was like &#39;oh no! kathleen, don&#39;t use it, it is not for dry skin!&#39; after watch this video i feel i want to buy this product :&gt;",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ashley Dowell,What brush do you use to blend out your concealer?! Every time I do it with a brush it leaves marks LOL,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,haydrizzlemakeup,I’m excited to try this powder foundation out especially after watching your review because I have dry skin too. Also that shade match was awesome ????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Margaux Morel,What’s the eyeshadow? please.,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jocelyn Espinoza,I saw a tiktok hack that if you use eyeshadow primer on your smile lines it&#39;s supposed to blur the look of them! I thought I should mention it Kathleen ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,RadiantlyShana,Nooooooo!! I&#39;m going to have that song stuck in my head for a week now??????,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ahmed Lmaghribi,"<a href=""https://youtu.be/rcU6T4VYfOY"">https://youtu.be/rcU6T4VYfOY</a>",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jenifer Joseph,"“You say the word concealer weirdly” dude, she has an accent. That’s not incorrect, that’s literally just saying the word with an accent",88
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Marianna Rebecchi,What are you wearing on your eyesssss??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,FaceOn NailsDone HairDid,"OK so I got excited for all of 5 secs and got annoyed equally as quickly. No shade to you Kathleen (love your content) but L&#39;oreal have got to be kidding with this shade range!! I live in the UK and across different retailers it looks like there are only 6 shades, only 2 of which are for dark skin??. Somebody please tell me the other shades either got lost at sea/ are on the way but there&#39;s been problems with production/ L&#39;oreal is going though a hard time right now, financially and can&#39;t afford to launch a full shade range??. Otherwise, what am I supposed to do with this new launch?Oh, I know- PASS.",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Miaw,"I really want to try this, looks so good ??????",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Mynameisnon Ofyourconcern,Since starting acne medicine my skin has been hella dry which is a complete 180 from how it was(think oil slick)and idk what to do with my life now lmao,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Mary Blais,What are you wearing in your eyes omg I love itttt you didn’t mention it ????????,17
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Alma Varela,"It’s the exact color of her skin, I think Kathleen is in denial on how light her skin is ??",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Nasia Georgakopoulou,Love your reviews so much!!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,kaylee P.,The &quot;i was more of an english gal&quot; comment is MEE. My bestfriend was a math girl and i was an english girl. We would do eachothers homework ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Brooks2beautyxo XoXo,What are you wearing on your eyes?,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Susie Castro,Hi I’m New curious are you Latina? I love your videos !!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jasmine Liu,What’s that glitter on your eyes? They look so cute??I’m inspired to try these kinda looks,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Olivia Herron,this eye look is beautiful!!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ankita Nigam,Love the powder foundation... gives a beautiful finish. Hey guys please checkout my channel ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Bianca Silva,I love the way you say concealer lol it’s your accent that comes out from being Hispanic !!!! Love you ??,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,cool math,"I really loved ur eye look, please list down the eye products used.",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Icyypie,You literally have perfect skin ??,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Amber Freitag,It’s been so much fun hanging out with you Kathleen and viewers to all the lonely people,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sandra Martin,Better smile lines than frown lines ;),0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Elisha Helton,I love the way you say Concealer! It’s spicey ?? <br>But seriously I love your accent! ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Trine Bloch Ager,WHAT IS THAT SPARKLE ON YOUR EYELID?! I need that,168
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Duyen Do,"I wish you had recorded the rest of your makeup T.T I want to see you apply bronzer, blush, eye makeup...",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Layal El Khally,okay but what is this DELICIOUS glittery eye shadow you have on ??!!,61
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Agus Cano,More so jaded tutorials!! I will comment this on every video until u make them ?? love u ??,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Leah Poser,The glitter looks like Lemonhead Spacepaste in the color Adult Film??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,ye vd,Es que tu piel ya es perfecta ? por eso no se nota tanto la diferencia ??,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sara Merchant,Loving your chocolate covered almond nails ????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Laura Bruggeman,You and Tate McRae could be sisters,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Nathalie Marie,Yesss!! I was hoping you would review this. Love you Kathleen!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Shuo Jiang,omg plz plz plz make a video todays look!!! The eyes are just super pretty,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Shay Rain,"I don&#39;t think I&#39;ve ever seen a better shade match, holy cow",1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Tana Ziegler,"Gotta say, u say concealer completely normal...just with a Kathleen accent...but pretty normal to me!?",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,jules,i personally love the way u say concealer haha! i think what people think is weird is just your spanish accent on it- you really enunciate the e like concEaler!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Chang Ge,OMG is anyone else seeing the earrings she is wearing! It&#39;s so beautiful. Cant stop staring at them. LOVE LOVE LOVE!!!!! Please share the eye lid glitter&#39;s name?,60
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Madi Kreck,Pleasee do an updated skin care routine!! Us dry girls out here need to know what’s good!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ana Dias,"Ahahaha you have a perfect &#39;american accent&#39;, but when it comes to say &#39;concealer&#39; your latina roots comes up :)))",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,???,every time when you turn your head and look downward?you look exactly like Emma Watson,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,AnaLuisa Perez,"Haha, I was never good at math either. History was always my best subject",2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jennifer Swarbrick,You DON&#39;T say concealer weird!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sab Z,"I have never heard the word “honestly” so many times in 10 minutes before. The word has lost its all meaning. But anyway, love your energy and thanks for the video.",6
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Kayla Medina,"Who else buys and uses a foundation they love, and then waits for Kathleen to review for justification? Like yeah, I like it. But should I? Does Kathleen? Okay she does. Phew. ??",4
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Nicole Haines,Your brows are just.. <b>chef&#39;s kiss</b>,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Elishba Imtiaz,Is it just me or Kathleen&#39;s scalp looks fuller? Man i need to get those vitamind she was talking about the other day,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Hazel,so many videos~~! so happy!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,bunny mom,Plz make a video about the ordinary concealer . ILY so much ??????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,luvlost03,Its funny how this product has been out for years and now all of a sudden because of tic tok its popular now,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Cass M,Flawless,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,The Salazars,Oh ok there’s me in the intro ????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,LUPITA R.,This light sparkle on your eyes looks so pretty!! I can’t wait to try this powder as a dry gal. ??,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Stephanie that40somethinggirl,"Have you tried using a Gua Sha? I got one in my Birchbox a couple months ago and I use it like once a week with my e.lf. Nourishing Face Oil at night, and it is really firming and defining my face. Plus, it&#39;s so relaxing.",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Zita Puskás,When you live in Europe and never can get what your favorite beauty youtuber&#39;s recommending... Yes! That&#39;s my life. <b>frowny face</b>,9
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Ally F.,"I miss your tik toks! You always have the best, funniest content",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Courtney Marrs,I love the way you say concealer btw!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Brandi S,What are you wearing on your eyes ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Itz_,"Kathleen: ignore my hair<br>Me: haven&#39;t looked at her hair before that, now looking at it all the time during this video, hahaha ??",32
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Elaine S.,"Okay so random, but I’m a math major and I recently learned that when educators tell children not to use their fingers to learn math, they inhibit their math education. Finger perception is actually a better indicator of math ability than a placement test. If you ask me, there are math people, and people that don’t believe they are math people. :)",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Brittany Kimberland,"I would never try this cause I’m not a powder fan, but your skin is very close to mine from what I can tell through you describing your skin, so I’ve still been waiting for this. ??",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Elizabeth Y,Can someone please count how many times Kathleen said “HONESTLY” in this video? Lol,23
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jessika Sandiego,I legit listen to what u say all the time because i am so dry and u have never let me down love u,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,afiestarshine,Omg do this makeup look! I love the small amount of glitter you have on your lids. You are absolutely beautiful.,5
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Mya Rae ?,What glitter is on your eyes!?!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Grace Reberg,I am SO GLAD influencers are jumping on the powder foundation train!!!! Also I love you Kathleen ??????,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Belle Clementine,??????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Tiara L,girl that made you look like a BABY! wish it was cruelty free ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Liz,Tried to order this off Ultas website... sold out. In store? Sold out.. lol welp!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sam M,"I don&#39;t know how to say it but you remind me of spring. Your vibrations, your beauty, your eyes, everything about you is delicate yet stunning. Hope you&#39;re having a lovely day",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Andrea Villatoro,Love you videos you make my week ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Louise Sharpy,Well hello. I haven’t commented in awhile. Did you miss me ?? Ha ha. Not. Love this so glad you did this,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,andrea camacho,you do not say ‘concealer’ weird!! lol you just have a cuban accent :),7
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Queen D,I was waiting for your review to buy it so now I&#39;m ready yay !!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Juli Maria,omg looove the glitter on your eye! ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Tania Garcia,The Loreal true match is also good as well ????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Melissa Mowery,Love your review videos ????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Kelsey Boulos,Those little glitters on your eyes are so cuuuuute! ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sharon.I,Thank you Kathleen ! Will definitely give this one a try ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Taylor Simpson,literally as you were saying “why do people think i say consealer weird” my husband is mimicking how you say it... however. i love how you say it! we’re from bumble eff TN so when we say it it comes out “consiller”,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Vicky V,What’s the amazing sparkle on your eye lids? It’s beautiful xx,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Annisa A,Hi Kathleen! I’d love to know your opinion of NYX lift&amp;snatch brow pen. I love Glossier’s brow flick too and I’d love to know if NYX is the dupe. Thanks!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Priscilla Pie,It looks easy and quick to apply !!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,ButterBunny 8,What eye shadow did you use????????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,claussy073,Please tell us what is on your eyes.. Is beautiful!!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Talia SC,Kat! Why you naked?! ?? but really though... where’s your top? ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,ButterBunny 8,Eyeshadow oMG,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Priscilla Pie,I count with my fingers too... this foundation is sold out everywhere it seems ???????,2
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Laura C,“It’s a good color what am I talking about?” with the thicc accent made me smile ????,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Misty Madrid,The eyeshadow ?? The foundation looked good on you! I have dry skin &amp; live in the desert so it&#39;s a big no for me!,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Heather Wisley,Love the short and to the point video. Wonder how different the foundation would apply/last with a damp beauty blender or a brush. Guess my oily skin will never know.,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Émilie Beautie,"It’s okay Kathleen, I too, am a dryer and older gal ??",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Betty Rosas,"Hey Kathleen , just wondering have tested the SEPHORA COLLECTION BAKED POWDER ? Its awesome for dry skin, its not a high coverage but like a setting powder and its BOMB!!!!",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sarah,Am I the only one who thinks smile lines are kinda cute??,44
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Miriam Davalos,whats in your eyes??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Lupita loveee,That glitter on your lids is something I really don&#39;t need but I desperately want please tell me what your using ??????,29
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Sofia V,Hello everybody! Kathleen says concealer &quot;weird &quot; because she says it with her Cuban accent. You&#39;re welcome.,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Madelin Torres,FINALLY! I’ve been waiting for this video! Yay I’m so excited! Love your videos Kathleen!!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,ButterBunny 8,OHHHHHHHHHIOOOOO,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Julia Ab,Please I need to know which eye shadow are you using!!! haha So pretty!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,CocoChanel,"I looove the glitter on your eyes! It&#39;s stunning ??<br>Btw, foundation looks great on you!",5
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Victoria rosa,"U look EXTRA amazing here, ur glowing and this hair color looks INCREDIBLE on u omg??",1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Lizeth Mendoza,I love love love the final look! But I’ve been admiring your earrings as well! Where did you get them??? They are so beautiful!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Tracy Davis,"Girl. How are you coming back on camera with that makeup look and NOT show us, tell us the products, nothing. ??",312
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Elke Alexia,"ok but i have stuff to say.<br>1. The way you say concealer is the cutest most Kathleen way to say it, english is not my first language and I always try to speak in the way you do, I love your accent!<br>2. Your makeup looks AMAZING, i know it&#39;s quite simple but you managed to make it so unique, maybe you could show it in a video or a monday makeup story?<br>and lastly, Jane the Virgin... please tell me you&#39;d consider making a video where your talk about your favorite shows, we need to talk about Jane, I just finished it and I have to say <a href=""http://www.youtube.com/results?search_query=%23teammichael"">#TeamMichael</a> forever and always (but for real... not like Jane&#39;s forever) <br>thanks for always being you! love you Kathleen ??",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,mAjA•G,Love your earrings! &amp; your necklace. ????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Recetas Saludables con Fiorella,In Miami I would use it on top of my concealer now that the summer is coming....?????????????????????????????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Yuridia,Full face of Mary Kay makeup or Avon TY ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Shannon,Damn you are Gorgeous Girly!!! ??,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Zirzilla,"Girls if you have acne or acne scars, this foundation will amplify them x100000!<br>It looks stunning on Kathleen but she already has amazing skin with no foundation",9
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Zijun Li,Can I know what’s on her eyes??? It’s so sparkly ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Maggie Reedy,I think the way you say the word Concealer is adorable. ??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Angelina Brady,OMG KATHLEENNNN I HAVENT BEEN THIS EARLY IN FOREVER!!! I’VE MISSED YOU!!!!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Leya,Your hair looks fine. Please stop selfdeprecation??,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Zannatul Ferdous Mimi,You never looked so beautiful,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Kat Sofía,I love how TikTok brings attention to new products but girl this thing is literally so old lol. I remember using this in high school,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,jasmin Ba,"could you Please compare it with <a href=""http://j.cat/"">J.Cat</a> Aquasurance Compact Foundation,, plzzzzzzzz <br>love you sooo much kathleen",0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,THEE Luanne,I love you so much Kathleen,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Kasiah Robinson,I need to know the undertones for the shades!!! Looks gorgeous! Definitely want to try!!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jessica and Charli,That is airbrushed Beauty! I can&#39;t believe it.,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Mikayla Eklund,YAS,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Natalie Hamil,The eye look!!!! ??????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Saina Sekhri,Can you please do this eye look? PLEASE DO THE EYE LOOK? ????,1560
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Raquel Borrego,Yaassss throwback Usher for the win!!!????????????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Kris Knox,when she said hey guys in rolled back in that chair it kind of reminded me of my childhood ?? so funny and cute,10
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Raquel Borrego,I bought this new even knowing it was a foundation lol,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Kim Princess,I plan to check this out!!!!!,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Jaime Mishkin,Yess,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,neyha irfan,She is here as my anti-depressant.... love you to moon and back. ????,0
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Dorota Makarzec,What is that spark on your eyelids!!?!?!?,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Bunnyetsuko,It looks gorgeous on you. I can&#39;t wait to go try it!! ??,1
L’Oréal Fresh Wear POWDER foundation ?! Omg,KathleenLights,Leah KraIness,Thank you for you videos ! I always learn so mucj .Can you please tell me how you did your eye make up .It looks fabulous,0
